id,day,name,meal,category,item
782,2023-03-04,Cowell,Dinner,DH Baked,Vegan Chocolate Chip Cookie
783,2023-03-04,Porter,Breakfast,Breakfast,Cajun Roasted Red Potatoes
784,2023-03-04,Porter,Breakfast,Breakfast,French Toast Sticks
785,2023-03-04,Porter,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
786,2023-03-04,Porter,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
787,2023-03-04,Porter,Breakfast,Breakfast,Sausage Links
788,2023-03-04,Porter,Breakfast,Breakfast,Soyrizo Tofu Scramble
789,2023-03-04,Porter,Breakfast,Entrees,Cage-Free Scrambled Eggs
790,2023-03-04,Porter,Breakfast,Clean Plate,Steamed Rice
791,2023-03-04,Porter,Breakfast,Bakery,Blueberry Breakfast Bar
792,2023-03-04,Porter,Breakfast,Bakery,Orange Cranberry Scone
793,2023-03-04,Porter,Breakfast,Bakery,Pumpkin Spice Breakfast Bar
794,2023-03-04,Porter,Lunch,Breakfast,Cajun Roasted Red Potatoes
795,2023-03-04,Porter,Lunch,Breakfast,French Toast Sticks
796,2023-03-04,Porter,Lunch,Breakfast,Sausage Links
797,2023-03-04,Porter,Lunch,Breakfast,Soyrizo Tofu Scramble
798,2023-03-04,Porter,Lunch,Soups,Creamy Broccoli Cheddar Soup
799,2023-03-04,Porter,Lunch,Soups,Vegan Split Pea Soup
800,2023-03-04,Porter,Lunch,Grill,Allergen Free Halal Chicken Thigh
801,2023-03-04,Porter,Lunch,Grill,Tofu with Kosher Salt
802,2023-03-04,Porter,Lunch,Pizza,Cheese Pizza
803,2023-03-04,Porter,Lunch,Pizza,Mexican Pizza with Chorizo
804,2023-03-04,Porter,Lunch,Clean Plate,Steamed Rice
805,2023-03-04,Porter,Lunch,Open Bars,Beef For Pho
806,2023-03-04,Porter,Lunch,Open Bars,Condiments
807,2023-03-04,Porter,Lunch,Open Bars,Pho Rice Noodle
808,2023-03-04,Porter,Lunch,Open Bars,Steamed Bok Choy
809,2023-03-04,Porter,Lunch,Open Bars,Tofu For Pho
810,2023-03-04,Porter,Lunch,Open Bars,Vietnamese Pho Broth
811,2023-03-04,Porter,Lunch,Open Bars,Vietnamese Pho Noodle Bar
812,2023-03-04,Porter,Lunch,DH Baked,Vegan Chocolate Chip Cookie
813,2023-03-04,Porter,Dinner,Soups,Creamy Broccoli Cheddar Soup
814,2023-03-04,Porter,Dinner,Entrees,Cajun Lightning Chicken
815,2023-03-04,Porter,Dinner,Entrees,Quinoa with Lemon and Thyme
816,2023-03-04,Porter,Dinner,Entrees,Roasted Green Beans in Garlic Oil
817,2023-03-04,Porter,Dinner,Grill,Allergen Free Halal Chicken Thigh
818,2023-03-04,Porter,Dinner,Grill,Tofu with Kosher Salt
819,2023-03-04,Porter,Dinner,Clean Plate,Steamed Rice
820,2023-03-04,Porter,Dinner,Bakery,Carrot Cake
821,2023-03-04,Porter,Dinner,Open Bars,Braised Pork
822,2023-03-04,Porter,Dinner,Open Bars,Cattleman's Smoky BBQ Sauce
823,2023-03-04,Porter,Dinner,Open Bars,Mashed Potato Bowl Bar
824,2023-03-04,Porter,Dinner,Open Bars,Roasted Brussels Sprouts
825,2023-03-04,Porter,Dinner,Open Bars,Vegan Garlic Mashed Potatoes
826,2023-03-04,Porter,Dinner,Open Bars,Vegan Mushroom Gravy
827,2023-03-04,Porter,Dinner,Open Bars,Vegan Tenders
828,2023-03-04,Porter,Dinner,DH Baked,Apple Pie
829,2023-03-05,Nine,Breakfast,Breakfast,Cajun Roasted Red Potatoes
830,2023-03-05,Nine,Breakfast,Breakfast,Ham Steaks
831,2023-03-05,Nine,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
832,2023-03-05,Nine,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
833,2023-03-05,Nine,Breakfast,Breakfast,Texas French Toast
834,2023-03-05,Nine,Breakfast,Breakfast,Thai Tofu Scramble
835,2023-03-05,Nine,Breakfast,Entrees,Cage-Free Scrambled Eggs
836,2023-03-05,Nine,Breakfast,Clean Plate,Steamed Rice
837,2023-03-05,Nine,Lunch,Soups,Creamy Wild Mushroom Bisque
838,2023-03-05,Nine,Lunch,Soups,New England Clam Chowder
839,2023-03-05,Nine,Lunch,Entrees,Jasmine Rice
840,2023-03-05,Nine,Lunch,Entrees,Parsley Mint Sauce
841,2023-03-05,Nine,Lunch,Entrees,Stir Fry Vegetables
842,2023-03-05,Nine,Lunch,Entrees,Thai-Style Sustainable Pacific Cod
843,2023-03-05,Nine,Lunch,Entrees,Tofu with Basil and Lime
844,2023-03-05,Nine,Lunch,Grill,Bacon Cheeseburger
845,2023-03-05,Nine,Lunch,Grill,Tater Tots
846,2023-03-05,Nine,Lunch,Pizza,Cheese Pizza
847,2023-03-05,Nine,Lunch,Pizza,Philly Steak Pizza
848,2023-03-05,Nine,Lunch,Clean Plate,Allergen Free Halal Chicken Thigh
849,2023-03-05,Nine,Lunch,Clean Plate,Steamed Rice
850,2023-03-05,Nine,Lunch,Clean Plate,Tofu with Kosher Salt
851,2023-03-05,Nine,Lunch,Bakery,Lemon Loaf
852,2023-03-05,Nine,Lunch,Open Bars,BBQ Tempeh
853,2023-03-05,Nine,Lunch,Open Bars,Caribbean Bar
854,2023-03-05,Nine,Lunch,Open Bars,Coconut Basmati Rice
855,2023-03-05,Nine,Lunch,Open Bars,Pork Carnitas
856,2023-03-05,Nine,Lunch,Open Bars,Roasted Sweet Potatoes
857,2023-03-05,Nine,Dinner,Soups,New England Clam Chowder
858,2023-03-05,Nine,Dinner,Entrees,Harissa Tofu
859,2023-03-05,Nine,Dinner,Entrees,Mushroom Pasta Bake
860,2023-03-05,Nine,Dinner,Entrees,Side of Roasted Vegetables
861,2023-03-05,Nine,Dinner,Pizza,Cheese Pizza
862,2023-03-05,Nine,Dinner,Pizza,Gyro Pizza
863,2023-03-05,Nine,Dinner,Clean Plate,Allergen Free Halal Chicken Thigh
864,2023-03-05,Nine,Dinner,Clean Plate,Steamed Rice
865,2023-03-05,Nine,Dinner,Clean Plate,Tofu with Kosher Salt
866,2023-03-05,Nine,Dinner,Bakery,Brownie M&M
867,2023-03-05,Nine,Dinner,Open Bars,Cheese Sauce
868,2023-03-05,Nine,Dinner,Open Bars,Condiments
869,2023-03-05,Nine,Dinner,Open Bars,Nachos Bar
870,2023-03-05,Nine,Dinner,Open Bars,Rosarita Refried Pinto Beans
871,2023-03-05,Nine,Dinner,Open Bars,Soyrizo and Potatoes
872,2023-03-05,Nine,Dinner,Open Bars,Taqueria Chicken
873,2023-03-05,Nine,Dinner,Open Bars,Taqueria Ground Beef
874,2023-03-05,Nine,Dinner,Open Bars,Tortilla Chips
875,2023-03-05,Nine,Late Night,Pizza,Cheese Pizza
876,2023-03-05,Nine,Late Night,Pizza,Gyro Pizza
877,2023-03-05,Nine,Late Night,Clean Plate,Allergen Free Halal Chicken Thigh
878,2023-03-05,Nine,Late Night,Clean Plate,Tofu with Kosher Salt
879,2023-03-05,Nine,Late Night,Open Bars,Cheese Sauce
880,2023-03-05,Nine,Late Night,Open Bars,Condiments
881,2023-03-05,Nine,Late Night,Open Bars,Nachos Bar
882,2023-03-05,Nine,Late Night,Open Bars,Rosarita Refried Pinto Beans
883,2023-03-05,Nine,Late Night,Open Bars,Taqueria Chicken
884,2023-03-05,Nine,Late Night,Open Bars,Taqueria Ground Beef
885,2023-03-05,Nine,Late Night,Open Bars,Tortilla Chips
886,2023-03-05,Cowell,Breakfast,Breakfast,Buttermilk Pancakes
887,2023-03-05,Cowell,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
888,2023-03-05,Cowell,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
889,2023-03-05,Cowell,Breakfast,Breakfast,Sausage Links
890,2023-03-05,Cowell,Breakfast,Breakfast,"Sweet Potato, Black Bean, and Kale Hash"
891,2023-03-05,Cowell,Breakfast,Breakfast,Tater Tots
892,2023-03-05,Cowell,Breakfast,Entrees,Cage-Free Scrambled Eggs
893,2023-03-05,Cowell,Breakfast,Clean Plate,Steamed Rice
894,2023-03-05,Cowell,Breakfast,Bakery,Cherry Turnovers
895,2023-03-05,Cowell,Breakfast,Bakery,Chocolate Muffin
896,2023-03-05,Cowell,Breakfast,Bakery,Three Berry Breakfast Bar
897,2023-03-05,Cowell,Lunch,Soups,Chicken Spaetzle Soup
898,2023-03-05,Cowell,Lunch,Soups,Garden Vegetable Soup
899,2023-03-05,Cowell,Lunch,Entrees,Salt and Pepper Fish
900,2023-03-05,Cowell,Lunch,Entrees,Steamed Bok Choy
901,2023-03-05,Cowell,Lunch,Entrees,Steamed Brown Rice
902,2023-03-05,Cowell,Lunch,Entrees,Tempeh Roasted in Sesame Oil
903,2023-03-05,Cowell,Lunch,Grill,Allergen Free Halal Chicken Thigh
904,2023-03-05,Cowell,Lunch,Grill,Tofu with Kosher Salt
905,2023-03-05,Cowell,Lunch,Pizza,Cheese Pizza
906,2023-03-05,Cowell,Lunch,Pizza,Hawaiian Pizza
907,2023-03-05,Cowell,Lunch,Clean Plate,Steamed Rice
908,2023-03-05,Cowell,Lunch,Bakery,Lemon Loaf
909,2023-03-05,Cowell,Lunch,Open Bars,Bar Pasta
910,2023-03-05,Cowell,Lunch,Open Bars,Bolognese Sauce
911,2023-03-05,Cowell,Lunch,Open Bars,Cheese Tortellini
912,2023-03-05,Cowell,Lunch,Open Bars,Cheesy Garlic Bread Sticks
913,2023-03-05,Cowell,Lunch,Open Bars,Condiments
914,2023-03-05,Cowell,Lunch,Open Bars,Gluten Free Rotini Pasta
915,2023-03-05,Cowell,Lunch,Open Bars,Marinara Sauce
916,2023-03-05,Cowell,Lunch,Open Bars,Penne
917,2023-03-05,Cowell,Lunch,Open Bars,Roasted Zucchini and Peppers
918,2023-03-05,Cowell,Lunch,DH Baked,Vegan Oatmeal Raisin Cookie
919,2023-03-05,Cowell,Dinner,Soups,New England Clam Chowder
920,2023-03-05,Cowell,Dinner,Soups,Organic Vegan Chili
921,2023-03-05,Cowell,Dinner,Entrees,Au Gratin Potatoes
922,2023-03-05,Cowell,Dinner,Entrees,BBQ Tofu
923,2023-03-05,Cowell,Dinner,Entrees,Cornmeal Crusted Catfish
924,2023-03-05,Cowell,Dinner,Entrees,Steamed Green Beans
925,2023-03-05,Cowell,Dinner,Grill,Allergen Free Halal Chicken Thigh
926,2023-03-05,Cowell,Dinner,Grill,Tofu with Kosher Salt
927,2023-03-05,Cowell,Dinner,Pizza,Cheese Pizza
928,2023-03-05,Cowell,Dinner,Pizza,Hawaiian Pizza
929,2023-03-05,Cowell,Dinner,Clean Plate,Steamed Rice
930,2023-03-05,Cowell,Dinner,Bakery,Brownie M&M
931,2023-03-05,Cowell,Dinner,Bakery,Sugar Cookie
932,2023-03-05,Cowell,Dinner,Open Bars,Black Beans with Cumin Spice
933,2023-03-05,Cowell,Dinner,Open Bars,Braised Kale with Shallots
934,2023-03-05,Cowell,Dinner,Open Bars,Condiments
935,2023-03-05,Cowell,Dinner,Open Bars,Peruvian Bar
936,2023-03-05,Cowell,Dinner,Open Bars,Peruvian Beef Saltado
937,2023-03-05,Cowell,Dinner,Open Bars,Roasted Corn
938,2023-03-05,Cowell,Dinner,Open Bars,White Quinoa
939,2023-03-05,Merrill,Breakfast,Breakfast,Belgian Waffle Squares
940,2023-03-05,Merrill,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
941,2023-03-05,Merrill,Breakfast,Breakfast,Natural Bridges Tofu Scramble
942,2023-03-05,Merrill,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
943,2023-03-05,Merrill,Breakfast,Breakfast,Triangle Hash Brown Patty
944,2023-03-05,Merrill,Breakfast,Breakfast,Turkey Sausage Patties
945,2023-03-05,Merrill,Breakfast,Entrees,Cage-Free Scrambled Eggs
946,2023-03-05,Merrill,Breakfast,Clean Plate,Steamed Rice
947,2023-03-05,Merrill,Breakfast,Bakery,Cherry Turnovers
948,2023-03-05,Merrill,Breakfast,Bakery,Chocolate Muffin
949,2023-03-05,Merrill,Breakfast,Bakery,Three Berry Breakfast Bar
950,2023-03-05,Merrill,Lunch,Soups,New England Clam Chowder
951,2023-03-05,Merrill,Lunch,Soups,Organic Black Bean Soup
952,2023-03-05,Merrill,Lunch,Entrees,Asian Baked Tofu
953,2023-03-05,Merrill,Lunch,Entrees,Cilantro Lemon Rice
954,2023-03-05,Merrill,Lunch,Entrees,Roasted Broccoli Rabe
955,2023-03-05,Merrill,Lunch,Entrees,Southwestern Catfish with 3-Pepper Slaw
956,2023-03-05,Merrill,Lunch,Grill,Allergen Free Halal Chicken Thigh
957,2023-03-05,Merrill,Lunch,Grill,Tofu with Kosher Salt
958,2023-03-05,Merrill,Lunch,Pizza,Cheese Pizza
959,2023-03-05,Merrill,Lunch,Pizza,Pepperoni Pizza
960,2023-03-05,Merrill,Lunch,Clean Plate,Steamed Rice
961,2023-03-05,Merrill,Lunch,Bakery,Lemon Loaf
962,2023-03-05,Merrill,Lunch,Open Bars,Bar Taqueria
963,2023-03-05,Merrill,Lunch,Open Bars,Condiments
964,2023-03-05,Merrill,Lunch,Open Bars,Corn Tortillas
965,2023-03-05,Merrill,Lunch,Open Bars,"Flour Tortilla 6"""
966,2023-03-05,Merrill,Lunch,Open Bars,Happy Plant Vegan Chorizo Crumbles and Potatoes
967,2023-03-05,Merrill,Lunch,Open Bars,Mexican Rice
968,2023-03-05,Merrill,Lunch,Open Bars,Rosarita Refried Pinto Beans
969,2023-03-05,Merrill,Lunch,Open Bars,Taqueria Ground Beef
970,2023-03-05,Merrill,Lunch,DH Baked,Vegan Oatmeal Raisin Cookie
971,2023-03-05,Merrill,Dinner,Soups,New England Clam Chowder
972,2023-03-05,Merrill,Dinner,Soups,Organic Black Bean Soup
973,2023-03-05,Merrill,Dinner,Entrees,Chimichurri Roasted Chicken
974,2023-03-05,Merrill,Dinner,Entrees,Grilled Chimichurri Tofu
975,2023-03-05,Merrill,Dinner,Entrees,Sauteed Rainbow Chard with Garlic Oil
976,2023-03-05,Merrill,Dinner,Grill,Allergen Free Halal Chicken Thigh
977,2023-03-05,Merrill,Dinner,Grill,Tofu with Kosher Salt
978,2023-03-05,Merrill,Dinner,Pizza,Cheese Pizza
979,2023-03-05,Merrill,Dinner,Pizza,Pepperoni Pizza
980,2023-03-05,Merrill,Dinner,Clean Plate,Steamed Rice
981,2023-03-05,Merrill,Dinner,Bakery,Brownie M&M
982,2023-03-05,Merrill,Dinner,Open Bars,Chicken For Pho
983,2023-03-05,Merrill,Dinner,Open Bars,Condiments
984,2023-03-05,Merrill,Dinner,Open Bars,Pho Rice Noodle
985,2023-03-05,Merrill,Dinner,Open Bars,Steamed Bok Choy
986,2023-03-05,Merrill,Dinner,Open Bars,Tofu For Pho
987,2023-03-05,Merrill,Dinner,Open Bars,Vietnamese Pho Broth
988,2023-03-05,Merrill,Dinner,Open Bars,Vietnamese Pho Noodle Bar
989,2023-03-05,Merrill,Dinner,DH Baked,Sugar Cookie
990,2023-03-05,Porter,Breakfast,Breakfast,Crispy Bacon
991,2023-03-05,Porter,Breakfast,Breakfast,French Toast Sticks
992,2023-03-05,Porter,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
993,2023-03-05,Porter,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
994,2023-03-05,Porter,Breakfast,Breakfast,Oven Roasted Herbed Potatoes
995,2023-03-05,Porter,Breakfast,Breakfast,Vegan Happy Scramble
996,2023-03-05,Porter,Breakfast,Entrees,Cage-Free Scrambled Eggs
997,2023-03-05,Porter,Breakfast,Clean Plate,Steamed Rice
998,2023-03-05,Porter,Breakfast,Bakery,Cherry Turnovers
999,2023-03-05,Porter,Breakfast,Bakery,Chocolate Muffin
1000,2023-03-05,Porter,Breakfast,Bakery,Three Berry Breakfast Bar
1001,2023-03-05,Porter,Lunch,Soups,New England Clam Chowder
1002,2023-03-05,Porter,Lunch,Soups,Organic Vegan Chili
1003,2023-03-05,Porter,Lunch,Entrees,Fish & Chips
1004,2023-03-05,Porter,Lunch,Entrees,Peas & Onions
1005,2023-03-05,Porter,Lunch,Entrees,Vegan Tenders
1006,2023-03-05,Porter,Lunch,Grill,Allergen Free Halal Chicken Thigh
1007,2023-03-05,Porter,Lunch,Grill,Tofu with Kosher Salt
1008,2023-03-05,Porter,Lunch,Pizza,Cheese Pizza
1009,2023-03-05,Porter,Lunch,Pizza,Pizza with Gochujang BBQ Chicken
1010,2023-03-05,Porter,Lunch,Clean Plate,Steamed Rice
1011,2023-03-05,Porter,Lunch,Open Bars,BAR Boardwalk Burgers
1012,2023-03-05,Porter,Lunch,Open Bars,Beef Burger
1013,2023-03-05,Porter,Lunch,Open Bars,Grilled Pineapple Rings
1014,2023-03-05,Porter,Lunch,Open Bars,Hamburger Bun
1015,2023-03-05,Porter,Lunch,Open Bars,Sauteed Onions and Peppers
1016,2023-03-05,Porter,Lunch,Open Bars,Vegan Malibu Burger Patty
1017,2023-03-05,Porter,Lunch,DH Baked,Vegan Oatmeal Raisin Cookie
1018,2023-03-05,Porter,Dinner,Soups,Organic Vegan Chili
1019,2023-03-05,Porter,Dinner,Entrees,Malaysian Pork Rendang
1020,2023-03-05,Porter,Dinner,Entrees,Spicy Gardein with Garlic & Basil
1021,2023-03-05,Porter,Dinner,Entrees,Stir Fry Vegetables
1022,2023-03-05,Porter,Dinner,Grill,Allergen Free Halal Chicken Thigh
1023,2023-03-05,Porter,Dinner,Grill,Tofu with Kosher Salt
1024,2023-03-05,Porter,Dinner,Clean Plate,Steamed Rice
1025,2023-03-05,Porter,Dinner,Bakery,Brownie M&M
1026,2023-03-05,Porter,Dinner,Open Bars,Bar Pasta
1027,2023-03-05,Porter,Dinner,Open Bars,Bolognese Sauce
1028,2023-03-05,Porter,Dinner,Open Bars,Cheese Tortellini
1029,2023-03-05,Porter,Dinner,Open Bars,Condiments
1030,2023-03-05,Porter,Dinner,Open Bars,Gluten Free Rotini Pasta
1031,2023-03-05,Porter,Dinner,Open Bars,Marinara Sauce
1032,2023-03-05,Porter,Dinner,Open Bars,Penne
1033,2023-03-05,Porter,Dinner,Open Bars,Sauteed Garlic Kale
1034,2023-03-05,Porter,Dinner,DH Baked,Sugar Cookie
1035,2023-03-06,Nine,Breakfast,Breakfast,Banana and Coconut Pancakes
1036,2023-03-06,Nine,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1037,2023-03-06,Nine,Breakfast,Breakfast,Mexican Chorizo Sausage
1038,2023-03-06,Nine,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1039,2023-03-06,Nine,Breakfast,Breakfast,Triangle Hash Brown Patty
1040,2023-03-06,Nine,Breakfast,Breakfast,Vegan Happy Scramble
1041,2023-03-06,Nine,Breakfast,Entrees,Cage-Free Scrambled Eggs
1042,2023-03-06,Nine,Breakfast,Clean Plate,Steamed Rice
1043,2023-03-06,Nine,Lunch,Breakfast,Banana and Coconut Pancakes
1044,2023-03-06,Nine,Lunch,Breakfast,Mexican Chorizo Sausage Patties
1045,2023-03-06,Nine,Lunch,Breakfast,Triangle Hash Brown Patty
1046,2023-03-06,Nine,Lunch,Breakfast,Vegan Happy Scramble
1047,2023-03-06,Nine,Lunch,Soups,Organic Kale and Sweet Potato Soup
1048,2023-03-06,Nine,Lunch,Soups,Spicy North African Chicken Soup
1049,2023-03-06,Nine,Lunch,Pizza,Cheese Pizza
1050,2023-03-06,Nine,Lunch,Pizza,Sausage and Mushroom Pizza
1051,2023-03-06,Nine,Lunch,Clean Plate,Allergen Free Halal Chicken Thigh
1052,2023-03-06,Nine,Lunch,Clean Plate,Steamed Rice
1053,2023-03-06,Nine,Lunch,Clean Plate,Tofu with Kosher Salt
1054,2023-03-06,Nine,Lunch,Bakery,Chocolate Cake
1055,2023-03-06,Nine,Lunch,Open Bars,Bar Pasta
1056,2023-03-06,Nine,Lunch,Open Bars,Cheese Ravioli
1057,2023-03-06,Nine,Lunch,Open Bars,Condiments
1058,2023-03-06,Nine,Lunch,Open Bars,Gluten Free Rotini Pasta
1059,2023-03-06,Nine,Lunch,Open Bars,Marinara Sauce
1060,2023-03-06,Nine,Lunch,Open Bars,Meatballs
1061,2023-03-06,Nine,Lunch,Open Bars,Penne
1062,2023-03-06,Nine,Lunch,Open Bars,Sauteed Garlic Kale
1063,2023-03-06,Nine,Dinner,Soups,Organic Black Bean Soup
1064,2023-03-06,Nine,Dinner,Soups,Spicy North African Chicken Soup
1065,2023-03-06,Nine,Dinner,Entrees,Italian Roasted Tofu
1066,2023-03-06,Nine,Dinner,Entrees,Porcini Crusted Roasted Chicken
1067,2023-03-06,Nine,Dinner,Entrees,Sauteed Rainbow Chard with Garlic Oil
1068,2023-03-06,Nine,Dinner,Entrees,Steamed Brown Rice
1069,2023-03-06,Nine,Dinner,Pizza,Cheese Pizza
1070,2023-03-06,Nine,Dinner,Pizza,Sausage and Mushroom Pizza
1071,2023-03-06,Nine,Dinner,Clean Plate,Allergen Free Halal Chicken Thigh
1072,2023-03-06,Nine,Dinner,Clean Plate,Steamed Rice
1073,2023-03-06,Nine,Dinner,Clean Plate,Tofu with Kosher Salt
1074,2023-03-06,Nine,Dinner,Bakery,Carrot Cake
1075,2023-03-06,Nine,Dinner,Open Bars,Chicken Shoyu
1076,2023-03-06,Nine,Dinner,Open Bars,Hawaiian Bar
1077,2023-03-06,Nine,Dinner,Open Bars,Roasted Yams
1078,2023-03-06,Nine,Dinner,Open Bars,Spam Fried Rice
1079,2023-03-06,Nine,Dinner,Open Bars,Stir Fry Vegetables
1080,2023-03-06,Nine,Dinner,Open Bars,Teriyaki Tofu
1081,2023-03-06,Nine,Dinner,Open Bars,Vegan Hawaiian Macaroni Salad
1082,2023-03-06,Nine,Late Night,Pizza,Cheese Pizza
1083,2023-03-06,Nine,Late Night,Pizza,Sausage and Mushroom Pizza
1084,2023-03-06,Nine,Late Night,Clean Plate,Allergen Free Halal Chicken Thigh
1085,2023-03-06,Nine,Late Night,Clean Plate,Tofu with Kosher Salt
1086,2023-03-06,Nine,Late Night,Open Bars,Chicken Shoyu
1087,2023-03-06,Nine,Late Night,Open Bars,Hawaiian Bar
1088,2023-03-06,Nine,Late Night,Open Bars,Roasted Yams
1089,2023-03-06,Nine,Late Night,Open Bars,Spam Fried Rice
1090,2023-03-06,Nine,Late Night,Open Bars,Stir Fry Vegetables
1091,2023-03-06,Nine,Late Night,Open Bars,Teriyaki Tofu
1092,2023-03-06,Nine,Late Night,Open Bars,Vegan Hawaiian Macaroni Salad
1093,2023-03-06,Cowell,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1094,2023-03-06,Cowell,Breakfast,Breakfast,Natural Bridges Tofu Scramble
1095,2023-03-06,Cowell,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1096,2023-03-06,Cowell,Breakfast,Breakfast,Potatoes O'Brien
1097,2023-03-06,Cowell,Breakfast,Breakfast,Sausage Patties
1098,2023-03-06,Cowell,Breakfast,Breakfast,Texas French Toast
1099,2023-03-06,Cowell,Breakfast,Entrees,Cage-Free Scrambled Eggs
1100,2023-03-06,Cowell,Breakfast,Clean Plate,Steamed Rice
1101,2023-03-06,Cowell,Breakfast,Bakery,Blueberry Breakfast Bar
1102,2023-03-06,Cowell,Breakfast,Bakery,Orange Cranberry Scone
1103,2023-03-06,Cowell,Breakfast,Bakery,Pumpkin Spice Breakfast Bar
1104,2023-03-06,Cowell,Lunch,Breakfast,Natural Bridges Tofu Scramble
1105,2023-03-06,Cowell,Lunch,Breakfast,Potatoes O'Brien
1106,2023-03-06,Cowell,Lunch,Breakfast,Sausage Patties
1107,2023-03-06,Cowell,Lunch,Breakfast,Texas French Toast
1108,2023-03-06,Cowell,Lunch,Soups,Chicken and Pork Sausage Gumbo
1109,2023-03-06,Cowell,Lunch,Soups,Organic Lentil and Chickpea Soup
1110,2023-03-06,Cowell,Lunch,Grill,Allergen Free Halal Chicken Thigh
1111,2023-03-06,Cowell,Lunch,Grill,Tofu with Kosher Salt
1112,2023-03-06,Cowell,Lunch,Pizza,Cheese Pizza
1113,2023-03-06,Cowell,Lunch,Pizza,Roasted Vegetable Pizza
1114,2023-03-06,Cowell,Lunch,Clean Plate,Steamed Rice
1115,2023-03-06,Cowell,Lunch,Bakery,Chocolate Cake
1116,2023-03-06,Cowell,Lunch,Open Bars,BAR Middle Eastern
1117,2023-03-06,Cowell,Lunch,Open Bars,Falafels
1118,2023-03-06,Cowell,Lunch,Open Bars,Harissa Roasted Chicken
1119,2023-03-06,Cowell,Lunch,Open Bars,Pita Bread
1120,2023-03-06,Cowell,Lunch,Open Bars,Roasted Broccoli Rabe
1121,2023-03-06,Cowell,Lunch,Open Bars,Tabouleh Salad
1122,2023-03-06,Cowell,Lunch,Open Bars,Tzatziki Sauce
1123,2023-03-06,Cowell,Lunch,DH Baked,Vegan Chocolate Chip Cookie
1124,2023-03-06,Cowell,Dinner,Soups,Cajun Lentil Soup
1125,2023-03-06,Cowell,Dinner,Soups,Chicken and Pork Sausage Gumbo
1126,2023-03-06,Cowell,Dinner,Entrees,Cajun Meatloaf
1127,2023-03-06,Cowell,Dinner,Entrees,Garlic Mashed Yukon Golds
1128,2023-03-06,Cowell,Dinner,Entrees,Sauteed Rainbow Chard with Garlic Oil
1129,2023-03-06,Cowell,Dinner,Entrees,Tofu with Kosher Salt
1130,2023-03-06,Cowell,Dinner,Grill,Allergen Free Halal Chicken Thigh
1131,2023-03-06,Cowell,Dinner,Grill,Tofu with Kosher Salt
1132,2023-03-06,Cowell,Dinner,Pizza,Cheese Pizza
1133,2023-03-06,Cowell,Dinner,Pizza,Roasted Vegetable Pizza
1134,2023-03-06,Cowell,Dinner,Clean Plate,Steamed Rice
1135,2023-03-06,Cowell,Dinner,Bakery,Carrot Cake
1136,2023-03-06,Cowell,Dinner,Open Bars,Gardein and Broccoli Stir Fry
1137,2023-03-06,Cowell,Dinner,Open Bars,Grilled Huli Huli Chicken
1138,2023-03-06,Cowell,Dinner,Open Bars,Hawaiian Bar
1139,2023-03-06,Cowell,Dinner,Open Bars,Hawaiian Coleslaw
1140,2023-03-06,Cowell,Dinner,Open Bars,Maui Fried Rice
1141,2023-03-06,Cowell,Dinner,Open Bars,Stir Fry Vegetables
1142,2023-03-06,Cowell,Dinner,DH Baked,Apple Pie
1143,2023-03-06,Cowell,Dinner,DH Baked,Vegan Chocolate Chip Cookie
1144,2023-03-06,Porter,Breakfast,Breakfast,Cajun Roasted Red Potatoes
1145,2023-03-06,Porter,Breakfast,Breakfast,French Toast Sticks
1146,2023-03-06,Porter,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1147,2023-03-06,Porter,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1148,2023-03-06,Porter,Breakfast,Breakfast,Sausage Links
1149,2023-03-06,Porter,Breakfast,Breakfast,Soyrizo Tofu Scramble
1150,2023-03-06,Porter,Breakfast,Entrees,Cage-Free Scrambled Eggs
1151,2023-03-06,Porter,Breakfast,Clean Plate,Steamed Rice
1152,2023-03-06,Porter,Breakfast,Bakery,Blueberry Breakfast Bar
1153,2023-03-06,Porter,Breakfast,Bakery,Orange Cranberry Scone
1154,2023-03-06,Porter,Breakfast,Bakery,Pumpkin Spice Breakfast Bar
1155,2023-03-06,Porter,Lunch,Breakfast,Cajun Roasted Red Potatoes
1156,2023-03-06,Porter,Lunch,Breakfast,French Toast Sticks
1157,2023-03-06,Porter,Lunch,Breakfast,Sausage Links
1158,2023-03-06,Porter,Lunch,Breakfast,Soyrizo Tofu Scramble
1159,2023-03-06,Porter,Lunch,Soups,Creamy Broccoli Cheddar Soup
1160,2023-03-06,Porter,Lunch,Soups,Vegan Split Pea Soup
